chunk_id,QuestionID,Category,QuestionType,QuestionTime,chunk_index,chunk_text,search_text,lexical_tokens
row_54_chunk_0,C16Q4469,Toys and Games,open-ended,2008-06-20,0,advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games youngany imput would appreciated advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good » read advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games,Toys and Games open-ended advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games youngany imput would appreciated advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good » read advance 3 year old son turn 3 years august really loves computer loves go pbs kids time getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games,"['toys', 'and', 'games', 'open', 'ended', 'advance', '3', 'year', 'old', 'son', 'turn', '3', 'years', 'august', 'really', 'loves', 'computer', 'loves', 'go', 'pbs', 'kids', 'time', 'getting', 'really', 'good', 'well', 'also', 'recently', 'bought', 'ds', 'lite', 'everyday', 'begs', 'play', 'guess', 'question', 'leapfrog', 'leapster', 'advance', 'age', 'games', 'even', '3', 'year', 'old', 'could', 'understand', 'also', 'good', 'start', 'video', 'games', 'youngany', 'imput', 'would', 'appreciated', 'advance', '3', 'year', 'old', 'son', 'turn', '3', 'years', 'august', 'really', 'loves', 'computer', 'loves', 'go', 'pbs', 'kids', 'time', 'getting', 'really', 'good', 'read', 'advance', '3', 'year', 'old', 'son', 'turn', '3', 'years', 'august', 'really', 'loves', 'computer', 'loves', 'go', 'pbs', 'kids', 'time', 'getting', 'really', 'good', 'well', 'also', 'recently', 'bought', 'ds', 'lite', 'everyday', 'begs', 'play', 'guess', 'question', 'leapfrog', 'leapster', 'advance', 'age', 'games', 'even', '3', 'year', 'old', 'could', 'understand', 'also', 'good', 'start', 'video', 'games']"
row_54_chunk_1,C16Q4469,Toys and Games,open-ended,2008-06-20,1,getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games youngany imput would appreciated « show less brought mine 3 yr old last year new sister 18 months loves use coloring action leapster drags around tile kitchen bathroom turns constantly preety much tries destoy thing takes licking keeps ticking actually trying find used one little one,Toys and Games open-ended getting really good well also recently bought ds lite everyday begs play guess question leapfrog leapster advance age games even 3 year old could understand also good start video games youngany imput would appreciated « show less brought mine 3 yr old last year new sister 18 months loves use coloring action leapster drags around tile kitchen bathroom turns constantly preety much tries destoy thing takes licking keeps ticking actually trying find used one little one,"['toys', 'and', 'games', 'open', 'ended', 'getting', 'really', 'good', 'well', 'also', 'recently', 'bought', 'ds', 'lite', 'everyday', 'begs', 'play', 'guess', 'question', 'leapfrog', 'leapster', 'advance', 'age', 'games', 'even', '3', 'year', 'old', 'could', 'understand', 'also', 'good', 'start', 'video', 'games', 'youngany', 'imput', 'would', 'appreciated', 'show', 'less', 'brought', 'mine', '3', 'yr', 'old', 'last', 'year', 'new', 'sister', '18', 'months', 'loves', 'use', 'coloring', 'action', 'leapster', 'drags', 'around', 'tile', 'kitchen', 'bathroom', 'turns', 'constantly', 'preety', 'much', 'tries', 'destoy', 'thing', 'takes', 'licking', 'keeps', 'ticking', 'actually', 'trying', 'find', 'used', 'one', 'little', 'one']"
row_55_chunk_0,C6Q22888,Electronics,open-ended,2013-12-08,0,battery life unfortunately,Electronics open-ended battery life unfortunately,"['electronics', 'open', 'ended', 'battery', 'life', 'unfortunately']"
row_56_chunk_0,C15Q8038,Tools and Home Improvement,open-ended,2014-01-01,0,silver dollar silver round fit diameter wise could hide roll 20 want say cant really tell actually bought someone else pretty nice size though ill say roughly 6 inches,Tools and Home Improvement open-ended silver dollar silver round fit diameter wise could hide roll 20 want say cant really tell actually bought someone else pretty nice size though ill say roughly 6 inches,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'silver', 'dollar', 'silver', 'round', 'fit', 'diameter', 'wise', 'could', 'hide', 'roll', '20', 'want', 'say', 'cant', 'really', 'tell', 'actually', 'bought', 'someone', 'else', 'pretty', 'nice', 'size', 'though', 'ill', 'say', 'roughly', '6', 'inches']"
row_57_chunk_0,C6Q23788,Electronics,open-ended,2014-07-09,0,best mounting suggestion diameter width cb yes fire pd aviation marine,Electronics open-ended best mounting suggestion diameter width cb yes fire pd aviation marine,"['electronics', 'open', 'ended', 'best', 'mounting', 'suggestion', 'diameter', 'width', 'cb', 'yes', 'fire', 'pd', 'aviation', 'marine']"
row_58_chunk_0,C4Q399,Cell Phones and Accessories,open-ended,2013-10-20,0,include cable otterbox case phone measure device space olders 3 wide,Cell Phones and Accessories open-ended include cable otterbox case phone measure device space olders 3 wide,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'include', 'cable', 'otterbox', 'case', 'phone', 'measure', 'device', 'space', 'olders', '3', 'wide']"
row_59_chunk_0,C14Q13322,Sports and Outdoors,yes/no,2014-06-26,0,hey guys state packageknife steel cuz says 8cr14mov bladehq im kinda confused chisel ground usual kershaw finish mine came shave sharp,Sports and Outdoors yes/no hey guys state packageknife steel cuz says 8cr14mov bladehq im kinda confused chisel ground usual kershaw finish mine came shave sharp,"['sports', 'and', 'outdoors', 'yes', 'no', 'hey', 'guys', 'state', 'packageknife', 'steel', 'cuz', 'says', '8cr14mov', 'bladehq', 'im', 'kinda', 'confused', 'chisel', 'ground', 'usual', 'kershaw', 'finish', 'mine', 'came', 'shave', 'sharp']"
row_60_chunk_0,C14Q7848,Sports and Outdoors,open-ended,2014-08-25,0,anyone wear dive boots fins read required recommended ive read snorkeling without fins wear make enjoyable experience dangerous,Sports and Outdoors open-ended anyone wear dive boots fins read required recommended ive read snorkeling without fins wear make enjoyable experience dangerous,"['sports', 'and', 'outdoors', 'open', 'ended', 'anyone', 'wear', 'dive', 'boots', 'fins', 'read', 'required', 'recommended', 'ive', 'read', 'snorkeling', 'without', 'fins', 'wear', 'make', 'enjoyable', 'experience', 'dangerous']"
row_61_chunk_0,C9Q6141,Home and Kitchen,yes/no,2013-02-22,0,suitable dry ingredients ie pile flour get accurate measure swiping straight edge across rim look soon get home absolutely love use spices floursugar like measuring things start cooking baking handy,Home and Kitchen yes/no suitable dry ingredients ie pile flour get accurate measure swiping straight edge across rim look soon get home absolutely love use spices floursugar like measuring things start cooking baking handy,"['home', 'and', 'kitchen', 'yes', 'no', 'suitable', 'dry', 'ingredients', 'ie', 'pile', 'flour', 'get', 'accurate', 'measure', 'swiping', 'straight', 'edge', 'across', 'rim', 'look', 'soon', 'get', 'home', 'absolutely', 'love', 'use', 'spices', 'floursugar', 'like', 'measuring', 'things', 'start', 'cooking', 'baking', 'handy']"
row_62_chunk_0,C6Q18771,Electronics,open-ended,2014-03-24,0,tv connect exterior speakerhome entertainment center mine hooked basic auxiliary cables feed surround sound ive way since july last year havent problems hope helps,Electronics open-ended tv connect exterior speakerhome entertainment center mine hooked basic auxiliary cables feed surround sound ive way since july last year havent problems hope helps,"['electronics', 'open', 'ended', 'tv', 'connect', 'exterior', 'speakerhome', 'entertainment', 'center', 'mine', 'hooked', 'basic', 'auxiliary', 'cables', 'feed', 'surround', 'sound', 'ive', 'way', 'since', 'july', 'last', 'year', 'havent', 'problems', 'hope', 'helps']"
row_63_chunk_0,C12Q2865,Patio Lawn and Garden,open-ended,2014-04-14,0,use attached valve cannot,Patio Lawn and Garden open-ended use attached valve cannot,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'use', 'attached', 'valve', 'cannot']"
row_64_chunk_0,C6Q28485,Electronics,open-ended,2014-12-28,0,use unit abroadmiddle east africa 3 models reviews mixed 78sc includes charts described 78 78s include charts,Electronics open-ended use unit abroadmiddle east africa 3 models reviews mixed 78sc includes charts described 78 78s include charts,"['electronics', 'open', 'ended', 'use', 'unit', 'abroadmiddle', 'east', 'africa', '3', 'models', 'reviews', 'mixed', '78sc', 'includes', 'charts', 'described', '78', '78s', 'include', 'charts']"
row_65_chunk_0,C15Q791,Tools and Home Improvement,yes/no,2014-03-25,0,fit 78 bar yes vast improvement original holder,Tools and Home Improvement yes/no fit 78 bar yes vast improvement original holder,"['tools', 'and', 'home', 'improvement', 'yes', 'no', 'fit', '78', 'bar', 'yes', 'vast', 'improvement', 'original', 'holder']"
row_66_chunk_0,C9Q22029,Home and Kitchen,open-ended,2011-12-10,0,3 year warranty hearing complaints toaster working month six months year breakingit three year warranty itam missing something toaster doesnt say many watts,Home and Kitchen open-ended 3 year warranty hearing complaints toaster working month six months year breakingit three year warranty itam missing something toaster doesnt say many watts,"['home', 'and', 'kitchen', 'open', 'ended', '3', 'year', 'warranty', 'hearing', 'complaints', 'toaster', 'working', 'month', 'six', 'months', 'year', 'breakingit', 'three', 'year', 'warranty', 'itam', 'missing', 'something', 'toaster', 'doesnt', 'say', 'many', 'watts']"
row_67_chunk_0,C16Q2634,Toys and Games,open-ended,2013-12-07,0,hello question figure metal body thank like dx chogokin version,Toys and Games open-ended hello question figure metal body thank like dx chogokin version,"['toys', 'and', 'games', 'open', 'ended', 'hello', 'question', 'figure', 'metal', 'body', 'thank', 'like', 'dx', 'chogokin', 'version']"
row_68_chunk_0,C9Q11855,Home and Kitchen,open-ended,2014-04-23,0,yeah thats question weight 200 blow question air beds poundage theirlol blow handling well different someone weighing 100 hope helps,Home and Kitchen open-ended yeah thats question weight 200 blow question air beds poundage theirlol blow handling well different someone weighing 100 hope helps,"['home', 'and', 'kitchen', 'open', 'ended', 'yeah', 'thats', 'question', 'weight', '200', 'blow', 'question', 'air', 'beds', 'poundage', 'theirlol', 'blow', 'handling', 'well', 'different', 'someone', 'weighing', '100', 'hope', 'helps']"
row_69_chunk_0,C13Q484,Pet Supplies,open-ended,2013-11-11,0,maltipoo measures chest 17 length 14 neck 1314 weighs 105 lbs small fit run bit larger measure directed doubt get smaller size,Pet Supplies open-ended maltipoo measures chest 17 length 14 neck 1314 weighs 105 lbs small fit run bit larger measure directed doubt get smaller size,"['pet', 'supplies', 'open', 'ended', 'maltipoo', 'measures', 'chest', '17', 'length', '14', 'neck', '1314', 'weighs', '105', 'lbs', 'small', 'fit', 'run', 'bit', 'larger', 'measure', 'directed', 'doubt', 'get', 'smaller', 'size']"
row_70_chunk_0,C14Q3594,Sports and Outdoors,open-ended,2014-11-18,0,front wheel resistance pedaling without using motor common issue smoothly freewheel brother approximately 511 loves bike uses main transportation,Sports and Outdoors open-ended front wheel resistance pedaling without using motor common issue smoothly freewheel brother approximately 511 loves bike uses main transportation,"['sports', 'and', 'outdoors', 'open', 'ended', 'front', 'wheel', 'resistance', 'pedaling', 'without', 'using', 'motor', 'common', 'issue', 'smoothly', 'freewheel', 'brother', 'approximately', '511', 'loves', 'bike', 'uses', 'main', 'transportation']"
row_71_chunk_0,C14Q11610,Sports and Outdoors,open-ended,2014-07-03,0,get 1267,Sports and Outdoors open-ended get 1267,"['sports', 'and', 'outdoors', 'open', 'ended', 'get', '1267']"
row_72_chunk_0,C6Q26822,Electronics,open-ended,2014-02-26,0,see usb cord says charge attach flash drive play music could find someone thats good repairing phones cb radios electronics rewire new one,Electronics open-ended see usb cord says charge attach flash drive play music could find someone thats good repairing phones cb radios electronics rewire new one,"['electronics', 'open', 'ended', 'see', 'usb', 'cord', 'says', 'charge', 'attach', 'flash', 'drive', 'play', 'music', 'could', 'find', 'someone', 'thats', 'good', 'repairing', 'phones', 'cb', 'radios', 'electronics', 'rewire', 'new', 'one']"
row_73_chunk_0,C14Q4414,Sports and Outdoors,open-ended,2013-08-05,0,1 3 pack,Sports and Outdoors open-ended 1 3 pack,"['sports', 'and', 'outdoors', 'open', 'ended', '1', '3', 'pack']"
row_74_chunk_0,C14Q9678,Sports and Outdoors,yes/no,2015-05-13,0,catalytic heater cone mine turn totally red viewed night center turn red normal yes,Sports and Outdoors yes/no catalytic heater cone mine turn totally red viewed night center turn red normal yes,"['sports', 'and', 'outdoors', 'yes', 'no', 'catalytic', 'heater', 'cone', 'mine', 'turn', 'totally', 'red', 'viewed', 'night', 'center', 'turn', 'red', 'normal', 'yes']"
row_75_chunk_0,C15Q9385,Tools and Home Improvement,open-ended,2014-09-14,0,buy new motor guv 14 inches,Tools and Home Improvement open-ended buy new motor guv 14 inches,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'buy', 'new', 'motor', 'guv', '14', 'inches']"
row_76_chunk_0,C15Q1658,Tools and Home Improvement,open-ended,2013-10-29,0,tall lamp lamp 4 feet tall,Tools and Home Improvement open-ended tall lamp lamp 4 feet tall,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'tall', 'lamp', 'lamp', '4', 'feet', 'tall']"
row_77_chunk_0,C6Q18460,Electronics,yes/no,2014-08-30,0,art version yes,Electronics yes/no art version yes,"['electronics', 'yes', 'no', 'art', 'version', 'yes']"
row_78_chunk_0,C9Q14835,Home and Kitchen,open-ended,2014-07-19,0,fit big toddler bed like 90 cm 170cm size agree last 2 answers,Home and Kitchen open-ended fit big toddler bed like 90 cm 170cm size agree last 2 answers,"['home', 'and', 'kitchen', 'open', 'ended', 'fit', 'big', 'toddler', 'bed', 'like', '90', 'cm', '170cm', 'size', 'agree', 'last', '2', 'answers']"
row_79_chunk_0,C4Q5315,Cell Phones and Accessories,open-ended,2015-03-08,0,phone camera yes id say adjust volume crank pretty loud wife one also shes little hard hearing works great,Cell Phones and Accessories open-ended phone camera yes id say adjust volume crank pretty loud wife one also shes little hard hearing works great,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'phone', 'camera', 'yes', 'id', 'say', 'adjust', 'volume', 'crank', 'pretty', 'loud', 'wife', 'one', 'also', 'shes', 'little', 'hard', 'hearing', 'works', 'great']"
row_80_chunk_0,C9Q5544,Home and Kitchen,open-ended,2014-02-13,0,manufactured yes bowl large,Home and Kitchen open-ended manufactured yes bowl large,"['home', 'and', 'kitchen', 'open', 'ended', 'manufactured', 'yes', 'bowl', 'large']"
